Entity ID,Acquisition Start Date,Acquisition End Date,Tile Number,Cloud Cover,Agency,Platform,Vendor,Vendor Tile ID,Orbit Number,Orbit Direction,Vendor Software Version,Production Date,Vendor Product ID,Archiving Center,Datatake Type,Datatake Identifier,Data Type,Product Type,Product Format,Processing Level,Datastrip ID,Datum,Map Projection,UTM Zone,EPSG Code,Resolution,Units,Sun Zenith Angle Mean,Sun Azimuth Angle  Mean,Quantification,Image_Referencing,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE  Corner Lat,NE  Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW  Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
L1C_T50QQK_A026670_20220415T023801,2022-04-15T02:38:01.445Z,2022-04-15T02:45:10.770Z,T50QQK,23.26157,ESA,SENTINEL-2B,VGS1,L1C_T50QQK_A026670_20220415T023801,46,Descending Orbit,04.00,2022-04-15T04:18:15.000000Z,S2B_MSIL1C_20220415T022549_N0400_R046_T50QQK_20220415T041815,VGS1,INS-NOBS,GS2B_20220415T022549_026670_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_VGS1_20220415T041815_S20220415T023801_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,22.9519685622669,119.4079249202010,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A026670_20220415T023801,17418817
L1C_T50QPK_A026713_20220418T024413,2022-04-18T02:44:13.152Z,2022-04-18T02:51:47.732Z,T50QPK,20.43492,ESA,SENTINEL-2B,VGS1,L1C_T50QPK_A026713_20220418T024413,89,Descending Orbit,04.00,2022-04-18T04:29:25.000000Z,S2B_MSIL1C_20220418T023549_N0400_R089_T50QPK_20220418T042925,VGS1,INS-NOBS,GS2B_20220418T023549_026713_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_VGS1_20220418T042925_S20220418T024413_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,20.9740525825260,119.6778230267450,10000,Y,22°06'14.97"N,118°30'05.91"E,22°36'14.72"N,117°58'22.58"E,22°35'38.63"N,119°02'27.02"E,21°36'09.76"N,119°01'35.86"E,21°36'44.10"N,117°57'58.17"E,22.1041598,118.5016409,22.6040892,117.972938,22.5940651,119.0408395,21.6027096,119.0266278,21.6122496,117.9661585,L1C_T50QPK_A026713_20220418T024413,17428204
L1C_T50QQK_A026713_20220418T024413,2022-04-18T02:44:13.152Z,2022-04-18T02:51:47.732Z,T50QQK,5.63106,ESA,SENTINEL-2B,VGS1,L1C_T50QQK_A026713_20220418T024413,89,Descending Orbit,04.00,2022-04-18T04:29:25.000000Z,S2B_MSIL1C_20220418T023549_N0400_R089_T50QQK_20220418T042925,VGS1,INS-NOBS,GS2B_20220418T023549_026713_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_VGS1_20220418T042925_S20220418T024413_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,20.2030400846755,121.2082756226080,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A026713_20220418T024413,17429133
L1C_T50QQK_A035650_20220420T023827,2022-04-20T02:38:27.480Z,2022-04-20T02:50:32.642Z,T50QQK,29.79875,ESA,SENTINEL-2A,VGS4,L1C_T50QQK_A035650_20220420T023827,46,Descending Orbit,04.00,2022-04-20T05:17:24.000000Z,S2A_MSIL1C_20220420T022551_N0400_R046_T50QQK_20220420T051724,VGS4,INS-NOBS,GS2A_20220420T022551_035650_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_VGS4_20220420T051724_S20220420T023827_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,21.7244225107750,116.0120788376220,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A035650_20220420T023827,17489727
L1C_T50QPL_A035693_20220423T024859,2022-04-23T02:48:59.952Z,2022-04-23T03:00:29.036Z,T50QPL,20.10514,ESA,SENTINEL-2A,VGS4,L1C_T50QPL_A035693_20220423T024859,89,Descending Orbit,04.00,2022-04-23T05:21:03.000000Z,S2A_MSIL1C_20220423T023551_N0400_R089_T50QPL_20220423T052103,VGS4,INS-NOBS,GS2A_20220423T023551_035693_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_VGS4_20220423T052103_S20220423T024859_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,20.2483978745610,118.1631007920110,10000,Y,23°00'26.72"N,118°30'41.23"E,23°30'26.91"N,117°58'46.03"E,23°29'49.22"N,119°03'16.18"E,22°30'20.77"N,119°02'22.35"E,22°30'56.70"N,117°58'20.35"E,23.0074215,118.511452,23.5074763,117.9794527,23.4970055,119.0544957,22.5057693,119.0395409,22.51575,117.9723185,L1C_T50QPL_A035693_20220423T024859,17538646
L1C_T50QPK_A035693_20220423T024859,2022-04-23T02:48:59.952Z,2022-04-23T03:00:29.036Z,T50QPK,9.70537,ESA,SENTINEL-2A,VGS4,L1C_T50QPK_A035693_20220423T024859,89,Descending Orbit,04.00,2022-04-23T05:21:03.000000Z,S2A_MSIL1C_20220423T023551_N0400_R089_T50QPK_20220423T052103,VGS4,INS-NOBS,GS2A_20220423T023551_035693_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_VGS4_20220423T052103_S20220423T024859_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,19.7946642084566,116.0346510199370,10000,Y,22°06'14.97"N,118°30'05.91"E,22°36'14.72"N,117°58'22.58"E,22°35'38.63"N,119°02'27.02"E,21°36'09.76"N,119°01'35.86"E,21°36'44.10"N,117°57'58.17"E,22.1041598,118.5016409,22.6040892,117.972938,22.5940651,119.0408395,21.6027096,119.0266278,21.6122496,117.9661585,L1C_T50QPK_A035693_20220423T024859,17538657
L1C_T50QQK_A035693_20220423T024859,2022-04-23T02:48:59.952Z,2022-04-23T03:00:29.036Z,T50QQK,9.25587,ESA,SENTINEL-2A,VGS4,L1C_T50QQK_A035693_20220423T024859,89,Descending Orbit,04.00,2022-04-23T05:21:03.000000Z,S2A_MSIL1C_20220423T023551_N0400_R089_T50QQK_20220423T052103,VGS4,INS-NOBS,GS2A_20220423T023551_035693_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_VGS4_20220423T052103_S20220423T024859_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.9970759511519,117.5004786088750,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A035693_20220423T024859,17538768
L1C_T50QQL_A026813_20220425T023824,2022-04-25T02:38:24.696Z,2022-04-25T02:45:34.021Z,T50QQL,0.06715,ESA,SENTINEL-2B,VGS1,L1C_T50QQL_A026813_20220425T023824,46,Descending Orbit,04.00,2022-04-25T04:19:30.000000Z,S2B_MSIL1C_20220425T022549_N0400_R046_T50QQL_20220425T041930,VGS1,INS-NOBS,GS2B_20220425T022549_026813_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_VGS1_20220425T041930_S20220425T023824_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,21.1146351071114,114.3815648245340,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A026813_20220425T023824,17569528
L1C_T50QQK_A026813_20220425T023824,2022-04-25T02:38:24.696Z,2022-04-25T02:45:34.021Z,T50QQK,1.52381,ESA,SENTINEL-2B,VGS1,L1C_T50QQK_A026813_20220425T023824,46,Descending Orbit,04.00,2022-04-25T04:19:30.000000Z,S2B_MSIL1C_20220425T022549_N0400_R046_T50QQK_20220425T041930,VGS1,INS-NOBS,GS2B_20220425T022549_026813_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_VGS1_20220425T041930_S20220425T023824_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,20.7187408023987,112.2726408668520,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A026813_20220425T023824,17569707
L1C_T50QQK_A026856_20220428T024721,2022-04-28T02:47:21.366Z,2022-04-28T02:54:55.945Z,T50QQK,5.22665,ESA,SENTINEL-2B,2BPS,L1C_T50QQK_A026856_20220428T024721,89,Descending Orbit,04.00,2022-04-28T04:32:20.000000Z,S2B_MSIL1C_20220428T023539_N0400_R089_T50QQK_20220428T043220,2BPS,INS-NOBS,GS2B_20220428T023539_026856_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220428T043220_S20220428T024721_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.0346107622062,113.3566516174610,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A026856_20220428T024721,17602785
L1C_T50QPK_A026856_20220428T024721,2022-04-28T02:47:21.366Z,2022-04-28T02:54:55.945Z,T50QPK,12.84807,ESA,SENTINEL-2B,2BPS,L1C_T50QPK_A026856_20220428T024721,89,Descending Orbit,04.00,2022-04-28T04:32:20.000000Z,S2B_MSIL1C_20220428T023539_N0400_R089_T50QPK_20220428T043220,2BPS,INS-NOBS,GS2B_20220428T023539_026856_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220428T043220_S20220428T024721_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.8578916414866,112.0029026766100,10000,Y,22°06'14.97"N,118°30'05.91"E,22°36'14.72"N,117°58'22.58"E,22°35'38.63"N,119°02'27.02"E,21°36'09.76"N,119°01'35.86"E,21°36'44.10"N,117°57'58.17"E,22.1041598,118.5016409,22.6040892,117.972938,22.5940651,119.0408395,21.6027096,119.0266278,21.6122496,117.9661585,L1C_T50QPK_A026856_20220428T024721,17698067
L1C_T50QPL_A026856_20220428T024721,2022-04-28T02:47:21.366Z,2022-04-28T02:54:55.945Z,T50QPL,21.38607,ESA,SENTINEL-2B,2BPS,L1C_T50QPL_A026856_20220428T024721,89,Descending Orbit,04.00,2022-04-28T04:32:20.000000Z,S2B_MSIL1C_20220428T023539_N0400_R089_T50QPL_20220428T043220,2BPS,INS-NOBS,GS2B_20220428T023539_026856_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220428T043220_S20220428T024721_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,19.2569347166650,114.3339019021700,10000,Y,23°00'26.72"N,118°30'41.23"E,23°30'26.91"N,117°58'46.03"E,23°29'49.22"N,119°03'16.18"E,22°30'20.77"N,119°02'22.35"E,22°30'56.70"N,117°58'20.35"E,23.0074215,118.511452,23.5074763,117.9794527,23.4970055,119.0544957,22.5057693,119.0395409,22.51575,117.9723185,L1C_T50QPL_A026856_20220428T024721,17699102
L1C_T50QQK_A035793_20220430T023828,2022-04-30T02:38:28.487Z,2022-04-30T02:50:33.650Z,T50QQK,28.89086,ESA,SENTINEL-2A,ATOS,L1C_T50QQK_A035793_20220430T023828,46,Descending Orbit,04.00,2022-04-30T05:07:32.000000Z,S2A_MSIL1C_20220430T022551_N0400_R046_T50QQK_20220430T050732,ATOS,INS-NOBS,GS2A_20220430T022551_035793_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220430T050732_S20220430T023828_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,19.8065809588507,108.4693624091500,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A035793_20220430T023828,17670698
L1C_T50QQK_A035936_20220510T023613,2022-05-10T02:36:13.994Z,2022-05-10T02:43:23.319Z,T50QQK,27.81597,ESA,SENTINEL-2A,ATOS,L1C_T50QQK_A035936_20220510T023613,46,Descending Orbit,04.00,2022-05-10T04:17:58.000000Z,S2A_MSIL1C_20220510T022551_N0400_R046_T50QQK_20220510T041758,ATOS,INS-NOBS,GS2A_20220510T022551_035936_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220510T041758_S20220510T023613_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.6016812620658,100.5673500303120,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A035936_20220510T023613,17766885
L1C_T50QPL_A027142_20220518T024905,2022-05-18T02:49:05.773Z,2022-05-18T03:00:24.034Z,T50QPL,28.26564,ESA,SENTINEL-2B,2BPS,L1C_T50QPL_A027142_20220518T024905,89,Descending Orbit,04.00,2022-05-18T04:58:16.000000Z,S2B_MSIL1C_20220518T023549_N0400_R089_T50QPL_20220518T045816,2BPS,INS-NOBS,GS2B_20220518T023549_027142_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220518T045816_S20220518T024905_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,16.8848520639666,98.5491445389214,10000,Y,23°00'26.72"N,118°30'41.23"E,23°30'26.91"N,117°58'46.03"E,23°29'49.22"N,119°03'16.18"E,22°30'20.77"N,119°02'22.35"E,22°30'56.70"N,117°58'20.35"E,23.0074215,118.511452,23.5074763,117.9794527,23.4970055,119.0544957,22.5057693,119.0395409,22.51575,117.9723185,L1C_T50QPL_A027142_20220518T024905,17801150
L1C_T50QQL_A036079_20220520T023829,2022-05-20T02:38:29.480Z,2022-05-20T02:50:31.034Z,T50QQL,25.59949,ESA,SENTINEL-2A,ATOS,L1C_T50QQL_A036079_20220520T023829,46,Descending Orbit,04.00,2022-05-20T04:46:05.000000Z,S2A_MSIL1C_20220520T022601_N0400_R046_T50QQL_20220520T044605,ATOS,INS-NOBS,GS2A_20220520T022601_036079_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220520T044605_S20220520T023829_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.1669775157758,95.9773813125002,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A036079_20220520T023829,17900148
L1C_T50QQK_A036222_20220530T023831,2022-05-30T02:38:31.480Z,2022-05-30T02:50:33.034Z,T50QQK,23.41948,ESA,SENTINEL-2A,ATOS,L1C_T50QQK_A036222_20220530T023831,46,Descending Orbit,04.00,2022-05-30T04:46:09.000000Z,S2A_MSIL1C_20220530T022601_N0400_R046_T50QQK_20220530T044609,ATOS,INS-NOBS,GS2A_20220530T022601_036222_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220530T044609_S20220530T023831_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.0424187070227,87.4021047050221,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A036222_20220530T023831,18066641
L1C_T50QQL_A036265_20220602T024902,2022-06-02T02:49:02.954Z,2022-06-02T02:59:12.668Z,T50QQL,28.40767,ESA,SENTINEL-2A,ATOS,L1C_T50QQL_A036265_20220602T024902,89,Descending Orbit,04.00,2022-06-02T06:13:04.000000Z,S2A_MSIL1C_20220602T023601_N0400_R089_T50QQL_20220602T061304,ATOS,INS-NOBS,GS2A_20220602T023601_036265_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220602T061304_S20220602T024902_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,15.8266685345469,89.6417790395344,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A036265_20220602T024902,18116427
L1C_T50QQL_A036508_20220619T023815,2022-06-19T02:38:15.485Z,2022-06-19T02:50:38.686Z,T50QQL,21.74575,ESA,SENTINEL-2A,ATOS,L1C_T50QQL_A036508_20220619T023815,46,Descending Orbit,04.00,2022-06-19T04:46:13.000000Z,S2A_MSIL1C_20220619T022541_N0400_R046_T50QQL_20220619T044613,ATOS,INS-NOBS,GS2A_20220619T022541_036508_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220619T044613_S20220619T023815_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.7693059963595,84.6519003129237,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A036508_20220619T023815,18383676
L1C_T50QQL_A027671_20220624T023819,2022-06-24T02:38:19.305Z,2022-06-24T02:50:31.683Z,T50QQL,4.20610,ESA,SENTINEL-2B,2BPS,L1C_T50QQL_A027671_20220624T023819,46,Descending Orbit,04.00,2022-06-24T04:49:25.000000Z,S2B_MSIL1C_20220624T022539_N0400_R046_T50QQL_20220624T044925,2BPS,INS-NOBS,GS2B_20220624T022539_027671_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220624T044925_S20220624T023819_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,19.0443879279669,84.6344365418941,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A027671_20220624T023819,18460253
L1C_T50QQL_A027857_20220707T024849,2022-07-07T02:48:49.778Z,2022-07-07T03:00:29.685Z,T50QQL,9.97740,ESA,SENTINEL-2B,2BPS,L1C_T50QQL_A027857_20220707T024849,89,Descending Orbit,04.00,2022-07-07T04:58:34.000000Z,S2B_MSIL1C_20220707T023529_N0400_R089_T50QQL_20220707T045834,2BPS,INS-NOBS,GS2B_20220707T023529_027857_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220707T045834_S20220707T024849_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,17.3960238775412,87.6242540692282,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A027857_20220707T024849,18647832
L1C_T50QPL_A027857_20220707T024849,2022-07-07T02:48:49.778Z,2022-07-07T03:00:29.685Z,T50QPL,2.82391,ESA,SENTINEL-2B,2BPS,L1C_T50QPL_A027857_20220707T024849,89,Descending Orbit,04.00,2022-07-07T04:58:34.000000Z,S2B_MSIL1C_20220707T023529_N0400_R089_T50QPL_20220707T045834,2BPS,INS-NOBS,GS2B_20220707T023529_027857_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220707T045834_S20220707T024849_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.2820396070199,87.4054190426310,10000,Y,23°00'26.72"N,118°30'41.23"E,23°30'26.91"N,117°58'46.03"E,23°29'49.22"N,119°03'16.18"E,22°30'20.77"N,119°02'22.35"E,22°30'56.70"N,117°58'20.35"E,23.0074215,118.511452,23.5074763,117.9794527,23.4970055,119.0544957,22.5057693,119.0395409,22.51575,117.9723185,L1C_T50QPL_A027857_20220707T024849,18648750
L1C_T50QQK_A036794_20220709T023836,2022-07-09T02:38:36.480Z,2022-07-09T02:50:38.035Z,T50QQK,5.49918,ESA,SENTINEL-2A,ATOS,L1C_T50QQK_A036794_20220709T023836,46,Descending Orbit,04.00,2022-07-09T04:44:08.000000Z,S2A_MSIL1C_20220709T022601_N0400_R046_T50QQK_20220709T044408,ATOS,INS-NOBS,GS2A_20220709T022601_036794_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220709T044408_S20220709T023836_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,19.7618074825575,85.1269190481438,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A036794_20220709T023836,18682069
L1C_T50QQL_A036794_20220709T023836,2022-07-09T02:38:36.480Z,2022-07-09T02:50:38.035Z,T50QQL,2.64247,ESA,SENTINEL-2A,ATOS,L1C_T50QQL_A036794_20220709T023836,46,Descending Orbit,04.00,2022-07-09T04:44:08.000000Z,S2A_MSIL1C_20220709T022601_N0400_R046_T50QQL_20220709T044408,ATOS,INS-NOBS,GS2A_20220709T022601_036794_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220709T044408_S20220709T023836_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,19.7464099886450,87.6262345830148,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A036794_20220709T023836,18682418
L1C_T50QQK_A036837_20220712T024846,2022-07-12T02:48:46.958Z,2022-07-12T03:00:37.689Z,T50QQK,1.74600,ESA,SENTINEL-2A,ATOS,L1C_T50QQK_A036837_20220712T024846,89,Descending Orbit,04.00,2022-07-12T05:55:50.000000Z,S2A_MSIL1C_20220712T023541_N0400_R089_T50QQK_20220712T055550,ATOS,INS-NOBS,GS2A_20220712T023541_036837_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220712T055550_S20220712T024846_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,17.5826232657635,86.7704434483780,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A036837_20220712T024846,18731288
L1C_T50QPK_A036837_20220712T024846,2022-07-12T02:48:46.958Z,2022-07-12T03:00:37.689Z,T50QPK,3.27400,ESA,SENTINEL-2A,ATOS,L1C_T50QPK_A036837_20220712T024846,89,Descending Orbit,04.00,2022-07-12T05:55:50.000000Z,S2A_MSIL1C_20220712T023541_N0400_R089_T50QPK_20220712T055550,ATOS,INS-NOBS,GS2A_20220712T023541_036837_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220712T055550_S20220712T024846_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.4677840350648,86.6039674639718,10000,Y,22°06'14.97"N,118°30'05.91"E,22°36'14.72"N,117°58'22.58"E,22°35'38.63"N,119°02'27.02"E,21°36'09.76"N,119°01'35.86"E,21°36'44.10"N,117°57'58.17"E,22.1041598,118.5016409,22.6040892,117.972938,22.5940651,119.0408395,21.6027096,119.0266278,21.6122496,117.9661585,L1C_T50QPK_A036837_20220712T024846,18731447
